label,GCN,MLP,solubility
117,0.59656024,0.33851808,0.41
118,0.762883425,0.7542142,0.64
119,0.786363423,0.60230523,0.77
120,0.908116281,0.86352587,0.87
122,0.887447119,0.88055354,1
123,0.568038762,0.34234932,0.67
124,0.456435263,0.21683271,0.16
126,0.746877909,0.7659888,0.49
127,0.357364893,0.3665261,0.48
128,0.640847087,0.44118127,0.28
129,0.549950242,0.31034473,0.22
130,0.501621664,0.31397834,0.47
131,0.544809461,0.51784116,0.6
132,0.321672767,0.4889931,0.32
133,0.692696631,0.4410443,0.29
134,0.315109223,0.33640188,0.06
137,0.814785779,0.82568455,1
138,0.714185774,0.6120952,0.77
139,0.610278964,0.9221615,1
141,0.466335803,0.32935247,0.51
143,0.587667525,0.7407557,0.82
144,0.788299263,0.7073922,0.86
146,0.854155421,0.8233269,0.93
147,0.791574657,0.46548426,0.79
148,0.39108786,0.33962408,0.08
149,0.320471019,0.18898733,0.1
151,0.839030266,0.6406281,0.73
152,0.73255372,0.5831659,0.13
154,0.279457062,0.30725977,0.44
155,0.508767486,0.6820337,0.27
156,0.692663491,0.6597802,0.92
157,0.473166496,0.2538485,0.33
159,0.719479442,0.63767475,1
160,0.92860353,0.82469326,0.83
161,0.237552747,0.19841239,0.35
162,0.500070393,0.3249592,0.47
165,0.319868118,0.26202747,0.26
166,0.626771688,0.56749225,0.16
167,0.380705982,0.30592817,0.77
168,0.774433136,0.73348564,0.88
170,0.845960438,0.68171024,0.87
172,0.521281719,0.6537383,0.88
173,0.731996536,0.77285004,1
178,0.727118909,0.79174286,0.87
183,0.404313684,0.33118927,0.1
185,0.278365344,0.24575575,0.21
187,0.27279821,0.32322857,0.42
190,0.373895586,0.50285536,0.06
191,0.262747258,0.25483313,0.02
192,0.467365563,0.32594106,0.51
194,0.516637444,0.49685395,0.94
195,0.367805988,0.25656387,0.14
196,0.360372961,0.28688428,0.21
199,0.518925965,0.3914396,0.28
203,0.472638547,0.5689161,0.33
204,0.345100909,0.35817307,0.18
206,0.43936345,0.3771273,0.26
207,0.601633906,0.7200882,0.35
208,0.592092514,0.49134102,0.72
210,0.403370678,0.2469028,0.14
211,0.344112158,0.43865725,0.47
212,0.17667909,0.228547,0.14
213,0.561940789,0.3998671,0.1
214,0.680530369,0.75345033,0.81
215,0.346258104,0.31447598,0.09
219,0.259560943,0.23682527,0.02
220,0.628733218,0.49835137,0.33
221,0.21686013,0.17861767,0.06
222,0.339723676,0.39699024,0.31
223,0.819667459,0.64985067,0.83
225,0.678894579,0.69767106,0.74
226,0.204209134,0.22109,0.45
228,0.310473561,0.25574788,0.15
229,0.517306685,0.51322097,0.34
230,0.399491429,0.33895233,0.93
231,0.392417103,0.3377687,0.1
233,0.48749131,0.27669182,0.11
234,0.403398454,0.380679,0.47
235,0.703301787,0.54960656,0.52
236,0.234924212,0.18995598,0.42
238,0.40702194,0.27686352,0.05
240,0.519659042,0.37633407,0.08
241,0.31672132,0.34590265,0.17
242,0.738240898,0.68412256,0.75
246,0.302998513,0.20268609,0.06
247,0.678502202,0.5109865,0.71
248,0.924998701,0.82945406,0.92
249,0.315511972,0.12116212,0.06
250,0.452918559,0.30154428,0.37
251,0.319149107,0.15140371,0.39
254,0.155568615,0.17408238,0.1
255,0.557133615,0.33308437,0.39
256,0.490310192,0.70543563,0.07
259,0.31569472,0.24632531,0.1
261,0.69978404,0.69384694,0.92
264,0.552101254,0.8333741,0.44
266,0.588276088,0.5421212,1
268,0.842192829,0.78840524,0.91
269,0.799247086,0.81393033,1
270,0.854001105,0.87207633,1
271,0.83326441,0.7314506,1
272,0.748926163,0.773665,0.8
273,0.492661595,0.506755,0.09
274,0.330060244,0.33258787,0.12
275,0.221287683,0.14711648,0.13
277,0.389557213,0.33473098,0.14
279,0.38709262,0.3088247,0.17
280,0.459246725,0.32292783,0.41
281,0.310759753,0.20673741,0.36
282,0.792500377,0.7610361,1
283,0.308908492,0.15386783,0
284,0.679577708,0.715602,0.88
285,0.819801152,0.7057283,1
286,0.398191869,0.2670212,0.36
287,0.899202049,0.62712646,0.97
290,0.685600638,0.57769054,0.05
291,0.355840445,0.35239822,0.22
292,0.769563854,0.650568,0.85
293,0.651894271,0.59923327,0.56
296,0.347819209,0.24270566,0.19
298,0.876406789,0.9158082,0.88
299,0.795094192,0.8342364,0.7
300,0.486418337,0.55024856,0.82
301,0.573690474,0.63569903,0.53
303,0.208008781,0.12994158,0.07
305,0.577142715,0.48637503,0.17
306,0.174050555,0.19411804,0.07
307,0.732178092,0.7667511,0.41
308,0.426177979,0.32437095,0.24
309,0.406966716,0.5028619,0.94
310,0.947874308,0.7715494,1
311,0.234444454,0.22852153,0.09
312,0.440697998,0.37147897,0.61
313,0.629904389,0.43004942,0.2
314,0.848842144,0.6074453,0.99
316,0.599264503,0.5826303,0.65
317,0.65264833,0.4730308,0.52
318,0.630508125,0.4878152,0.78
322,0.582599103,0.74710923,0.84
323,0.615535557,0.8123179,1
325,0.351539016,0.2619309,0.16
326,0.336664408,0.24059638,0.34
329,0.67446059,0.5914785,0.77
331,0.310633868,0.2651344,0.43
332,0.890833139,0.7450045,0.81
333,0.39918983,0.326325,0.21
334,0.431150347,0.326207,0.56
335,0.562506378,0.8273514,0.66
336,0.219555706,0.26552787,0.12
339,0.21658434,0.18539363,0.27
340,0.666668653,0.66415054,0.75
341,0.82668066,0.8893607,1
342,0.348311782,0.26718503,0.41
343,0.26705721,0.06728596,0.76
344,0.664264262,0.35663056,0.49
345,0.37308532,0.399987,0.23
347,0.338430732,0.30159345,0.07
348,0.237223953,0.22498967,0.03
349,0.822275043,0.8559215,0.96
350,0.494562745,0.42735916,0.2
351,0.340207577,0.32125345,0.05
352,0.48820892,0.49546543,0.23
354,0.692335844,0.6148092,1
355,0.763619423,0.73463655,0.74
356,0.458580405,0.360812,0.25
358,0.380298376,0.6618171,0.57
359,0.189023972,0.14608362,0.1
361,0.242847964,0.2801184,0.42
362,0.767554045,0.6604854,1
363,0.463489324,0.34982833,0.21
365,0.552532971,0.5238154,0.4
366,0.229449704,0.1716253,0.05
367,0.772418261,0.50692934,0.44
368,0.625450909,0.73153055,0.83
369,0.359410048,0.25264552,0.28
370,0.330045015,0.3836441,0.17
375,0.204530269,0.23008738,0.07
376,0.219736621,0.2355943,0.12
377,0.581197381,0.3097828,0.49
378,0.457658619,0.5091918,0.65
379,0.753986418,0.72078055,0.98
380,0.68512553,0.6255821,0.76
381,0.506146908,0.75306827,0.27
382,0.329684705,0.36068037,0.15
383,0.443992883,0.34238562,0.33
384,0.693570435,0.6966774,0.4
385,0.383554488,0.20396999,0.04
386,0.230389223,0.19391856,0.25
389,0.26738587,0.14920658,0.07
390,0.243216246,0.29283452,0.16
391,0.724679053,0.615269,0.79
392,0.237157822,0.22273776,0.28
393,0.404593617,0.44474483,0.56
395,0.849850655,0.54792917,0.87
396,0.795967102,0.52668947,0.7
397,0.260197252,0.32782412,0.09
398,0.590190351,0.32413945,0.52
399,0.763803482,0.8912371,0.78
401,0.430582047,0.20641942,0.11
402,0.309473515,0.21225499,0.1
403,0.240203455,0.23815747,0.21
404,0.531279445,0.33420163,0.34
405,0.423756629,0.5617358,0.18
406,0.592292249,0.41531745,0.3
407,0.480289847,0.37745526,0.57
408,0.459341586,0.36209336,0.44
410,0.67266494,0.5200234,0.66
411,0.68605876,0.5495036,0.63
412,0.619395137,0.795555,0.8
413,0.351559311,0.29090014,0.16
416,0.300117075,0.1558049,0.19
419,0.906785667,0.77265394,0.9
420,0.488923669,0.6855278,0.76
423,0.910553813,0.9341255,0.95
424,0.417018235,0.33668068,0.32
425,0.330524772,0.30262807,0.06
426,0.457853168,0.44372985,0.37
428,0.846327126,0.93227273,0.79
431,0.140573815,0.16371046,0.07
432,0.140573815,0.13319054,0.04
433,0.245442212,0.13663477,0.09
434,0.185973853,0.23820433,0.2
435,0.268441379,0.33535188,0.18
436,0.52666688,0.36975408,0.09
439,0.91871649,0.79901236,1
442,0.708173573,0.5709883,0.17
445,0.721807063,0.44807512,0.89
446,0.278217912,0.22991276,0.35
448,0.419801325,0.45900837,0.93
449,0.855250239,0.90140045,0.96
450,0.344581723,0.31443068,0.27
452,0.454161495,0.35982618,0.64
453,0.345450282,0.2834034,0.49
454,0.326170355,0.28383666,0.12
455,0.5302549,0.43869612,0.74
456,0.759768426,0.6487745,0.81
457,0.82678771,0.70257735,0.43
459,0.186046258,0.07012981,0.03
460,0.783716917,0.9530953,0.97
461,0.950349748,0.98494226,1
462,0.802505434,0.4343015,0.62
463,0.31428504,0.309833,0.58
466,0.333500355,0.21010683,0.38
467,0.458737195,0.5630616,0.79
473,0.874064982,0.94669986,1
474,0.953506291,0.96136653,0.99
475,0.870334685,0.85627013,1
476,0.570793092,0.3108475,0.33
477,0.700639307,0.5800476,0.13
478,0.626872063,0.6096524,0.73
480,0.700730681,0.56493425,0.78
481,0.312060922,0.29477042,0.23
482,0.37134409,0.2948117,0.18
483,0.295390218,0.20245862,0.08
484,0.13025552,0.060479388,0.1
485,0.359621972,0.42219192,0.29
489,0.920258403,0.82284594,0.58
490,0.556670785,0.33033925,0.16
491,0.813098967,0.65599924,0.23
492,0.273161709,0.32620674,0.23
495,0.476609409,0.4831462,0.19
496,0.259916991,0.22809818,0.07
497,0.313313454,0.5464737,0.11
498,0.462451994,0.30781665,0.93
499,0.488912046,0.525206,0.53
500,0.45656994,0.32614657,0.19
501,0.274077564,0.2494572,0.11
502,0.30561763,0.38758954,0.22
504,0.322339773,0.2540746,0.44
505,0.358175933,0.32311797,0.1
507,0.293385118,0.30515128,0.07
508,0.758842528,0.73145103,1
509,0.667227268,0.7079672,0.68
510,0.762077689,0.5430808,0.7
511,0.191670448,0.1478588,0.38
512,0.327278942,0.2881435,0.04
513,0.347776949,0.25380427,0.27
516,0.813435674,0.622654,0.24
518,0.556486428,0.42527544,0.2
520,0.612321615,0.5916298,1
521,0.854050279,0.6129563,1
522,0.745016456,0.74932724,1
523,0.662963271,0.59783316,0.8
524,0.500760674,0.34915286,0.61
525,0.429555535,0.29869908,0.1
527,0.56227082,0.70436466,1
528,0.563138723,0.34931976,0.29
530,0.166095078,0.1792036,0.2
531,0.521702707,0.60517335,0.06
532,0.625308871,0.73092264,0.85
533,0.60776931,0.5597177,0.7
534,0.389594704,0.38398263,0.12
537,0.24171637,0.2894847,0.22
538,0.60550195,0.51781595,0.59
539,0.179877743,0.203926,0.03
542,0.610032201,0.547879,0.22
544,0.335578769,0.29879177,0.05
545,0.766754329,0.71282756,1
546,0.808612287,0.7855658,0.87
547,0.920980394,0.7522716,0.84
548,0.212734669,0.2099125,0.67
549,0.480654329,0.2501689,0.27
553,0.329686195,0.41173527,0.32
554,0.457173407,0.42404458,0.97
555,0.575847924,0.55303985,0.63
556,0.718679607,0.67143244,0.83
557,0.296710908,0.22251073,0.05
558,0.619570076,0.35939035,0.08
559,0.380946249,0.29757184,0.11
560,0.878399134,0.91950196,1
561,0.321666121,0.37703255,0.12
564,0.213863358,0.0826487,0.22
566,0.820929706,0.6451627,0.62
567,0.815613031,0.75234556,0.44
568,0.280708373,0.17751284,0.14
569,0.265764356,0.15906204,0.07
570,0.546753824,0.3568468,0.41
571,0.502898037,0.6983596,0.43
574,0.398320466,0.35149485,0.39
577,0.400705963,0.63820976,0.78
578,0.376955837,0.5932504,0.65
579,0.64547962,0.75678474,0.52
582,0.224215582,0.17450437,0.1
583,0.169454783,0.2659895,0.04
584,0.184661359,0.24693896,0.1
585,0.674937308,0.6704052,0.73
586,0.575366259,0.6336481,0.52
587,0.435893208,0.4236673,0.22
588,0.585074186,0.4519985,0.16
590,0.495675802,0.3064975,0.29
591,0.256025493,0.17963742,0.09
592,0.750996709,0.75348824,0.6
593,0.562007964,0.3570044,0.46
594,0.379228204,0.35596737,0.77
595,0.348627329,0.32572332,0.12
596,0.76005137,0.8635727,0.84
597,0.73223561,0.53669375,0.62
598,0.384616256,0.5080689,0.11
599,0.23837015,0.25275126,0.33
600,0.246216908,0.17677543,0.16
601,0.786357641,0.5058832,0.73
603,0.869013011,0.6287892,0.77
604,0.479599744,0.33311543,0.27
608,0.250900626,0.18446136,0.07
611,0.311705947,0.3833673,0.2
612,0.37297681,0.30971444,0.46
614,0.245730951,0.17837614,0.03
615,0.314950287,0.19044451,0.21
616,0.634966791,0.40312308,0.45
617,0.267590612,0.22183242,0.17
619,0.519273102,0.57011926,0.61
621,0.222900331,0.26156783,0.08
622,0.13816601,0.1436223,0.1
623,0.675237834,0.7281113,1
624,0.740579784,0.6047485,0.37
625,0.726732373,0.55760485,0.71
626,0.368531346,0.3772533,0.92
627,0.652340174,0.661955,0.28
628,0.313537836,0.27120537,0.23
629,0.693820655,0.60901403,0.28
630,0.663576365,0.4902932,0.51
631,0.308616072,0.31607562,0.15
632,0.698671758,0.49696115,0.96
633,0.626697361,0.57882965,0.95
634,0.350952715,0.40148738,0.31
635,0.400585413,0.5603551,0.89
636,0.419938624,0.31542644,0.27
638,0.404446542,0.52959406,0.61
639,0.696926355,0.7459078,0.24
640,0.681373775,0.75871617,0.86
641,0.663316488,0.65867895,0.23
642,0.192262605,0.18511102,0.12
643,0.422267109,0.2510016,0.31
644,0.245833099,0.15493594,0.06
645,0.7430076,0.84136415,1
647,0.311914325,0.24638276,0.25
648,0.317833245,0.57601106,0.76
649,0.532191455,0.745472,0.86
650,0.322392017,0.31582394,0.64
652,0.455321282,0.27840972,0.18
654,0.37975806,0.30400446,0.32
655,0.344154686,0.44135523,1
656,0.398262352,0.57428354,0.24
657,0.147934064,0.17202806,0.07
658,0.513420761,0.27096,0.76
661,0.203734607,0.18882598,0.07
662,0.289691269,0.38124427,0.32
663,0.617003083,0.5439994,0.41
664,0.501943886,0.57324535,0.47
665,0.415647507,0.25001368,0.19
666,0.540205479,0.25510535,0.13
667,0.537697852,0.6268087,0.38
668,0.33855775,0.31985763,0.35
669,0.222943276,0.28459033,0.22
670,0.561726153,0.41963348,0.82
672,0.795151472,0.5514336,0.92
673,0.334497362,0.29172936,0.11
674,0.449318111,0.51905155,0.61
675,0.44711715,0.32643598,0.33
676,0.735441029,0.56608945,1
677,0.679656446,0.5951416,0.6
678,0.755028605,0.6946126,1
680,0.86721462,0.6373525,0.81
681,0.41519767,0.2594916,0.38
682,0.338293284,0.26048157,0.09
683,0.612770319,0.64418757,0.74
684,0.88179338,0.7843877,1
690,0.695237637,0.378806,0.42
691,0.292902321,0.3732516,0.37
692,0.352444232,0.29267243,0.1
693,0.720480084,0.79803455,1
695,0.307861835,0.25982353,0.13
696,0.387399048,0.19186103,0.13
697,0.590394974,0.6265029,0.78
698,0.531912982,0.31187084,0.43
699,0.229975685,0.23303682,0.09
701,0.781434715,0.7505202,0.36
704,0.644391656,0.45477173,0.77
706,0.27571702,0.4372446,0.1
707,0.396551818,0.31252104,0.17
708,0.835101843,0.57879835,0.38
709,0.5923087,0.33472162,0.47
711,0.579280972,0.40432823,0.8
712,0.854852438,0.7788465,0.43
713,0.505076587,0.38379076,0.34
714,0.441929102,0.37333044,0.21
716,0.252929449,0.11094404,0.18
717,0.317818433,0.22750269,0.15
718,0.304066807,0.14444646,0.07
719,0.437230945,0.30439064,0.31
720,0.733465493,0.5939726,1
721,0.804145992,0.8990207,0.9
722,0.4106749,0.31234214,0.44
723,0.397073418,0.4441252,0.3
724,0.459679365,0.4491169,0.15
725,0.35145396,0.26507443,0.2
726,0.860402107,0.87282956,0.67
727,0.832329154,0.7466158,0.69
729,0.821561575,0.6411052,0.82
730,0.266378254,0.15444216,0.22
731,0.564446032,0.39876893,0.24
732,0.576461136,0.5547152,0.32
733,0.266732037,0.07307562,0.04
734,0.96704936,0.998537,0.91
735,0.299322098,0.20451799,0.12
736,0.853949606,0.61636156,0.69
738,0.567574501,0.6542173,0.71
740,0.668453634,0.6020266,0.34
741,0.385275364,0.29167935,0.19
742,0.423899561,0.39265916,0.64
743,0.457596719,0.5030463,0.39
744,0.664885104,0.7203067,0.63
745,0.646172345,0.64442813,0.5
747,0.196660116,0.22185305,0.08
748,0.205993712,0.18392225,0.06
749,0.233342171,0.21252652,0.09
750,0.593740046,0.6464098,0.6
753,0.309623241,0.21955845,0.04
755,0.310206085,0.29831243,0.1
757,0.237025738,0.25313234,0.18
759,0.246734709,0.2532208,0.13
760,0.724227786,0.3999256,0.91
761,0.250865191,0.2600723,0.15
762,0.4224751,0.5719665,0.37
763,0.36912325,0.28183752,0.44
764,0.266113192,0.26890653,0.18
767,0.388726085,0.49153823,0.24
768,0.227870911,0.15846829,0.18
770,0.232993275,0.2618811,0.11
772,0.504669249,0.53660524,0.77
773,0.397964805,0.46056837,0.52
776,0.593317211,0.51856893,0.55
778,0.931941152,0.89861107,1
779,0.523044586,0.37365457,0.73
780,0.317532033,0.2253865,0.01
781,0.257619172,0.403249,0.67
783,0.235353485,0.14574406,0.3
784,0.386696756,0.35791212,0.46
785,0.37913841,0.37728825,0.41
786,0.544358611,0.7684285,0.51
787,0.342792332,0.48034683,0.68
788,0.31217885,0.33249196,0.17
789,0.26495713,0.09993899,0.13
790,0.52102536,0.4181258,0.97
792,0.829202473,0.9799903,0.28
794,0.345046699,0.21031936,0.03
796,0.239160776,0.33269367,0.11
798,0.231272429,0.13455021,0.03
801,0.306344539,0.26707792,0.1
802,0.279953957,0.19663419,0.29
803,0.218316928,0.16657165,0.03
805,0.366213113,0.661052,0.8
806,0.522387147,0.5338501,0.43
807,0.320530742,0.39875716,0.31
809,0.248189509,0.24196357,0.33
810,0.196640655,0.21452986,0.14
811,0.301395416,0.36252412,0.33
812,0.304274529,0.32906806,0.2
813,0.615413666,0.5211695,0.44
814,0.521761179,0.27282485,0.7
815,0.22734952,0.32074615,0.09
816,0.259405911,0.2672969,0.44
818,0.27516669,0.3278935,0.23
823,0.329539746,0.27833223,0.34
824,0.314023495,0.32925788,0.61
825,0.279121697,0.35587114,0.13
826,0.349690825,0.27829087,0.09
827,0.536248088,0.47064307,0.62
828,0.525206566,0.39890546,0.57
830,0.293182731,0.33097637,0.43
831,0.477074653,0.3720682,0.37
832,0.376360297,0.43184713,0.46
833,0.140747055,0.09597298,0.06
834,0.555910051,0.4884619,0.52
835,0.237677991,0.34254384,0.23
836,0.44894591,0.30663833,0.14
837,0.344211638,0.38084066,0.52
838,0.498588026,0.25836834,0.37
840,0.193769068,0.124928154,0.13
843,0.488724142,0.6470965,0.24
844,0.271165282,0.26283252,0.05
845,0.341772944,0.31372905,0.74
846,0.534214616,0.7291788,0.89
847,0.311010152,0.2603615,0.17
848,0.457424551,0.4181699,0.55
851,0.49574849,0.34145176,0.7
852,0.510864317,0.5649402,0.73
854,0.486321419,0.58830464,1
857,0.613983095,0.49182346,0.63
858,0.467775255,0.23752478,0.15
859,0.659486234,0.69553727,0.92
860,0.616956651,0.4053286,0.08
861,0.307680309,0.20797142,0.38
862,0.171881989,0.13243623,0.03
863,0.507722557,0.488521,0.12
864,0.312252879,0.36866325,0.36
865,0.453416646,0.29410246,0.63
866,0.358256936,0.22438999,0.3
869,0.762464881,0.73416716,0.78
871,0.290974915,0.28143752,0.2
872,0.497840524,0.5504538,0.74
874,0.749062598,0.53906465,0.96
876,0.432998419,0.4936065,0.18
877,0.565073192,0.5066171,0.2
879,0.391551077,0.23341744,0.03
881,0.309967458,0.23875174,0.03
882,0.71260041,0.84202856,0.74
883,0.740393043,0.75308925,0.75
884,0.804185212,0.8291739,0.63
886,0.498476028,0.32781246,0.13
887,0.426624149,0.42716694,0.79
888,0.359884113,0.43008226,0.18
889,0.475655645,0.3038737,0.18
891,0.560433686,0.4331931,0.42
893,0.450689226,0.50085014,0.66
894,0.434885144,0.2841207,0.09
895,0.298481077,0.31480914,0.08
896,0.387833387,0.37414482,0.09
897,0.365217954,0.18353543,0.22
898,0.183309779,0.14078084,0.09
899,0.4902637,0.48984125,0.15
901,0.396788299,0.3734655,0.42
902,0.439259827,0.38891587,0.37
903,0.768250704,0.66197836,0.67
904,0.509513497,0.31552905,0.09
905,0.22486493,0.33942434,0.13
906,0.668988407,0.34491232,0.85
907,0.339602351,0.3930811,0.47
909,0.526313365,0.27329174,0.32
910,0.196053088,0.17577063,0.15
912,0.547229588,0.33169737,0.49
913,0.534442604,0.53139204,0.31
915,0.371460497,0.4757618,0.82
916,0.328919888,0.41509882,0.13
917,0.203863263,0.23685615,0.35
919,0.521845281,0.38626382,0.1
920,0.602411151,0.5307028,0.72
921,0.513970256,0.37891224,0.11
923,0.358030051,0.4389611,0.07
924,0.437682688,0.41549456,0.18
925,0.524737,0.5054088,0.53
926,0.335225642,0.23535424,0.12
927,0.395957023,0.36250746,0.16
928,0.464753628,0.6273989,0.19
929,0.304994285,0.33775875,0.57
930,0.286841244,0.12669978,0.25
931,0.468083829,0.30517718,0.16
932,0.28308779,0.37167257,0.26
933,0.411080778,0.49832743,0.2
934,0.657912791,0.43894744,0.65
935,0.548563182,0.34171903,0.24
936,0.434368044,0.34330624,0.14
939,0.418141276,0.42240787,0.21
942,0.26658693,0.18980494,0.07
944,0.478212148,0.38788077,0.04
945,0.403801829,0.36099225,0.17
947,0.453337699,0.69676054,0.8
948,0.511295199,0.51572907,0.56
950,0.257935852,0.51277125,0.12
951,0.734524131,0.50350255,0.95
954,0.353736281,0.55225444,0.18
956,0.259986997,0.27714843,0.54
959,0.644803584,0.28758094,0.26
960,0.183612406,0.17966782,0.04
961,0.253021061,0.40672296,0.11
963,0.450360954,0.57915926,0.15
964,0.527329087,0.33110115,0.63
966,0.599031389,0.51308966,0.82
967,0.308853984,0.279152,0.27
968,0.803156495,0.95242476,1
969,0.766010821,0.76442236,1
970,0.442480385,0.26581165,0.23
972,0.333816826,0.33815855,0.37
973,0.522539258,0.52228,0.43
974,0.587804139,0.46278346,0.34
975,0.41127643,0.3081636,0.16
976,0.426906914,0.52942204,0.44
977,0.395826638,0.37192348,0.12
979,0.251956016,0.40924886,0.12
980,0.214940622,0.13405667,0.09
981,0.403884023,0.48379657,0.24
983,0.382386178,0.26419228,0.11
984,0.313621879,0.3113394,0.54
985,0.474323094,0.37408727,0.12
986,0.311314553,0.3848508,0.29
987,0.549648702,0.31689218,0.7
988,0.512809992,0.34402955,0.41
990,0.439804256,0.24077122,0.05
993,0.428163737,0.5762551,0.1
994,0.665245473,0.76927686,0.63
995,0.663127005,0.41644356,0.77
996,0.448845208,0.45423204,0.38
997,0.742170095,0.6580315,0.73
998,0.24930267,0.20057014,0.16
999,0.278098911,0.522263,0.4
1000,0.455232143,0.33100402,0.11
1001,0.516099513,0.47086692,1
1002,0.596737206,0.7797059,0.71
1004,0.496310115,0.40230048,0.82
1005,0.575659037,0.5664434,0.71
1006,0.441060692,0.41775775,0.11
1007,0.855069041,0.7797735,0.94
1008,0.316689342,0.35578993,0.49
1009,0.445761442,0.41976207,0.47
1010,0.535992324,0.4921746,0.67
1013,0.317580998,0.35624444,0.34
1015,0.503675997,0.6304349,0.31
1016,0.374614149,0.2507012,0.04
1017,0.603973091,0.415822,0.45
1019,0.391992062,0.26702523,0.3
1020,0.488707066,0.4457254,0.38
1021,0.836854041,0.5973544,0.87
1022,0.513064086,0.5806728,0.1
1024,0.525417805,0.8091494,0.94
1025,0.71955204,0.7427718,0.69
1026,0.584180176,0.8510498,0.81
1027,0.367331624,0.29091507,0.13
1028,0.473873854,0.48303694,0.58
1029,0.319500804,0.27592325,0.43
1030,0.242107704,0.24473616,0.13
1031,0.396235943,0.26337638,0.07
1032,0.165732577,0.119839504,0.04
1033,0.303867579,0.32267147,0.37
1034,0.498167694,0.62519324,0.52
1035,0.195547029,0.22703315,0.1
1036,0.224477127,0.16129564,0.33
1037,0.433110327,0.40564585,0.13
1039,0.73140198,0.6571977,0.91
1041,0.483264476,0.35295328,0.08
1043,0.445598871,0.49284106,0.9
1044,0.449690819,0.3008999,0.32
1046,0.462935597,0.2712494,0.06
1048,0.382094353,0.18788072,0.22
1049,0.240352526,0.19465412,0.04
1050,0.614522934,0.5994697,0.48
1051,0.405887157,0.19059856,0.1
1052,0.522106588,0.30943248,0.04
1053,0.286606759,0.18354274,0.09
1054,0.361271411,0.3399528,0.44
1055,0.42007792,0.38621753,0.08
1056,0.548153996,0.5015086,0.38
1057,0.271290064,0.29868892,0.31
1058,0.448393106,0.40191472,0.75
1059,0.455411941,0.30832642,0.54
1060,0.428278387,0.3707342,0.07
1062,0.598274171,0.50433123,0.66
1063,0.794157982,0.8239298,0.84
1064,0.368582487,0.2738927,0.05
1065,0.252438903,0.34707606,0.12
1067,0.775941014,0.8220299,1
1069,0.382614374,0.33940405,0.25
