,gene,solubility,prediction
296,60,0.9700000286102295,0.7030462026596069
518,61,0.23999999463558197,0.45656153559684753
1937,62,0.8500000238418579,0.690280556678772
143,63,0.800000011920929,0.8323410749435425
102,65,0.5799999833106995,0.4886435270309448
676,66,1.0,0.9461827874183655
1583,67,0.9200000166893005,0.9239969849586487
731,69,0.6399999856948853,0.7351545095443726
146,70,0.17000000178813934,0.3590831756591797
187,72,0.6000000238418579,0.7382944822311401
538,73,0.029999999329447746,0.2742542028427124
1330,75,0.1599999964237213,0.3091183304786682
2056,76,0.949999988079071,0.7150352597236633
1855,77,0.7900000214576721,0.7603926062583923
1942,78,0.8999999761581421,0.5832987427711487
281,79,0.8299999833106995,0.9207168817520142
809,80,0.36000001430511475,0.7475880980491638
2216,82,0.2199999988079071,0.5542606711387634
1785,83,0.05999999865889549,0.3315984606742859
137,84,0.1899999976158142,0.33066678047180176
410,85,0.7900000214576721,0.3108135461807251
74,86,0.47999998927116394,0.5832769870758057
1534,87,0.05999999865889549,0.49603450298309326
1562,90,0.11999999731779099,0.17630064487457275
765,91,0.75,0.7276744842529297
1860,92,0.2199999988079071,0.4216775894165039
558,93,0.5199999809265137,0.6976804137229919
534,95,0.15000000596046448,0.27959999442100525
645,96,0.4099999964237213,0.3421945869922638
443,98,0.25999999046325684,0.6952328681945801
1709,99,0.09000000357627869,0.23179547488689423
1958,100,0.7699999809265137,0.7001776695251465
545,102,0.23000000417232513,0.40049901604652405
1897,104,0.20000000298023224,0.4739059805870056
2021,106,0.07000000029802322,0.39360880851745605
1680,107,0.46000000834465027,0.2848924398422241
416,108,0.33000001311302185,0.34415316581726074
1007,111,1.0,0.7660725712776184
1991,113,0.3100000023841858,0.49540144205093384
1953,114,0.09000000357627869,0.27614495158195496
1254,115,0.9300000071525574,0.8679406046867371
160,116,0.05999999865889549,0.2797074317932129
943,117,0.4099999964237213,0.5965602397918701
1157,118,0.6399999856948853,0.7628834247589111
314,119,0.7699999809265137,0.786363422870636
1183,120,0.8700000047683716,0.9081162810325623
617,122,1.0,0.8874471187591553
1214,123,0.6700000166893005,0.5680387616157532
1401,124,0.1599999964237213,0.45643526315689087
859,126,0.49000000953674316,0.746877908706665
1765,127,0.47999998927116394,0.3573648929595947
1692,128,0.2800000011920929,0.6408470869064331
1941,129,0.2199999988079071,0.5499502420425415
1948,130,0.4699999988079071,0.501621663570404
950,131,0.6000000238418579,0.5448094606399536
2105,132,0.3199999928474426,0.3216727674007416
923,133,0.28999999165534973,0.6926966309547424
2189,134,0.05999999865889549,0.3151092231273651
826,137,1.0,0.8147857785224915
487,138,0.7699999809265137,0.7141857743263245
953,139,1.0,0.6102789640426636
738,141,0.5099999904632568,0.46633580327033997
1784,143,0.8199999928474426,0.5876675248146057
693,144,0.8600000143051147,0.7882992625236511
980,146,0.9300000071525574,0.854155421257019
1749,147,0.7900000214576721,0.7915746569633484
1408,148,0.07999999821186066,0.3910878598690033
1964,149,0.10000000149011612,0.32047101855278015
1036,151,0.7300000190734863,0.8390302658081055
322,152,0.12999999523162842,0.7325537204742432
1115,154,0.4399999976158142,0.27945706248283386
1106,155,0.27000001072883606,0.5087674856185913
1412,156,0.9200000166893005,0.6926634907722473
2132,157,0.33000001311302185,0.47316649556159973
258,159,1.0,0.7194794416427612
1712,160,0.8299999833106995,0.9286035299301147
955,161,0.3499999940395355,0.23755274713039398
1223,162,0.4699999988079071,0.5000703930854797
163,165,0.25999999046325684,0.3198681175708771
805,166,0.1599999964237213,0.6267716884613037
927,167,0.7699999809265137,0.38070598244667053
1173,168,0.8799999952316284,0.7744331359863281
1838,170,0.8700000047683716,0.8459604382514954
206,172,0.8799999952316284,0.5212817192077637
1939,173,1.0,0.7319965362548828
987,178,0.8700000047683716,0.7271189093589783
606,183,0.10000000149011612,0.40431368350982666
1237,185,0.20999999344348907,0.2783653438091278
2166,187,0.41999998688697815,0.27279821038246155
2207,190,0.05999999865889549,0.3738955855369568
236,191,0.019999999552965164,0.26274725794792175
1404,192,0.5099999904632568,0.467365562915802
1631,194,0.9399999976158142,0.5166374444961548
1662,195,0.14000000059604645,0.36780598759651184
568,196,0.20999999344348907,0.36037296056747437
642,199,0.2800000011920929,0.5189259648323059
2160,203,0.33000001311302185,0.4726385474205017
1308,204,0.18000000715255737,0.34510090947151184
2111,206,0.25999999046325684,0.4393634498119354
201,207,0.3499999940395355,0.6016339063644409
1687,208,0.7200000286102295,0.5920925140380859
862,210,0.14000000059604645,0.4033706784248352
436,211,0.4699999988079071,0.3441121578216553
531,212,0.14000000059604645,0.1766790896654129
2078,213,0.10000000149011612,0.5619407892227173
1727,214,0.8100000023841858,0.6805303692817688
1985,215,0.09000000357627869,0.34625810384750366
1652,219,0.019999999552965164,0.2595609426498413
426,220,0.33000001311302185,0.628733217716217
1614,221,0.05999999865889549,0.21686013042926788
1509,222,0.3100000023841858,0.3397236764431
369,223,0.8299999833106995,0.8196674585342407
16,225,0.7400000095367432,0.678894579410553
2136,226,0.44999998807907104,0.2042091339826584
1997,228,0.15000000596046448,0.31047356128692627
574,229,0.3400000035762787,0.5173066854476929
472,230,0.9300000071525574,0.39949142932891846
1203,231,0.10000000149011612,0.3924171030521393
1548,233,0.10999999940395355,0.48749130964279175
1444,234,0.4699999988079071,0.40339845418930054
702,235,0.5199999809265137,0.7033017873764038
128,236,0.41999998688697815,0.23492421209812164
1078,238,0.05000000074505806,0.4070219397544861
1497,240,0.07999999821186066,0.5196590423583984
1053,241,0.17000000178813934,0.3167213201522827
656,242,0.75,0.7382408976554871
1863,246,0.05999999865889549,0.30299851298332214
2228,247,0.7099999785423279,0.6785022020339966
425,248,0.9200000166893005,0.9249987006187439
31,249,0.05999999865889549,0.3155119717121124
2157,250,0.3700000047683716,0.45291855931282043
1163,251,0.38999998569488525,0.31914910674095154
852,254,0.10000000149011612,0.15556861460208893
1136,255,0.38999998569488525,0.5571336150169373
1487,256,0.07000000029802322,0.4903101921081543
1810,259,0.10000000149011612,0.3156947195529938
39,261,0.9200000166893005,0.6997840404510498
524,264,0.4399999976158142,0.5521012544631958
1113,266,1.0,0.5882760882377625
1309,268,0.9100000262260437,0.8421928286552429
202,269,1.0,0.7992470860481262
1394,270,1.0,0.8540011048316956
1924,271,1.0,0.8332644104957581
1994,272,0.800000011920929,0.7489261627197266
578,273,0.09000000357627869,0.49266159534454346
147,274,0.11999999731779099,0.3300602436065674
2181,275,0.12999999523162842,0.22128768265247345
454,277,0.14000000059604645,0.38955721259117126
2009,279,0.17000000178813934,0.38709262013435364
190,280,0.4099999964237213,0.4592467248439789
851,281,0.36000001430511475,0.3107597529888153
388,282,1.0,0.792500376701355
1531,283,0.0,0.30890849232673645
273,284,0.8799999952316284,0.6795777082443237
2054,285,1.0,0.8198011517524719
1475,286,0.36000001430511475,0.3981918692588806
2191,287,0.9700000286102295,0.8992020487785339
358,290,0.05000000074505806,0.6856006383895874
837,291,0.2199999988079071,0.35584044456481934
194,292,0.8500000238418579,0.7695638537406921
1311,293,0.5600000023841858,0.6518942713737488
321,296,0.1899999976158142,0.3478192090988159
1603,298,0.8799999952316284,0.8764067888259888
342,299,0.699999988079071,0.7950941920280457
988,300,0.8199999928474426,0.48641833662986755
1988,301,0.5299999713897705,0.5736904740333557
2199,303,0.07000000029802322,0.2080087810754776
1374,305,0.17000000178813934,0.5771427154541016
1119,306,0.07000000029802322,0.17405055463314056
1926,307,0.4099999964237213,0.7321780920028687
171,308,0.23999999463558197,0.426177978515625
2127,309,0.9399999976158142,0.4069667160511017
1676,310,1.0,0.9478743076324463
1239,311,0.09000000357627869,0.23444445431232452
1434,312,0.6100000143051147,0.4406979978084564
251,313,0.20000000298023224,0.6299043893814087
1123,314,0.9900000095367432,0.8488421440124512
1145,316,0.6499999761581421,0.5992645025253296
1178,317,0.5199999809265137,0.6526483297348022
1267,318,0.7799999713897705,0.6305081248283386
1099,322,0.8399999737739563,0.5825991034507751
2052,323,1.0,0.61553555727005
697,325,0.1599999964237213,0.3515390157699585
1152,326,0.3400000035762787,0.3366644084453583
310,329,0.7699999809265137,0.6744605898857117
1148,331,0.4300000071525574,0.3106338679790497
523,332,0.8100000023841858,0.8908331394195557
706,333,0.20999999344348907,0.399189829826355
2188,334,0.5600000023841858,0.4311503469944
847,335,0.6600000262260437,0.562506377696991
705,336,0.11999999731779099,0.21955570578575134
18,339,0.27000001072883606,0.21658433973789215
782,340,0.75,0.6666686534881592
1363,341,1.0,0.8266806602478027
302,342,0.4099999964237213,0.34831178188323975
843,343,0.7599999904632568,0.2670572102069855
733,344,0.49000000953674316,0.6642642617225647
1175,345,0.23000000417232513,0.3730853199958801
1604,347,0.07000000029802322,0.3384307324886322
269,348,0.029999999329447746,0.23722395300865173
205,349,0.9599999785423279,0.8222750425338745
366,350,0.20000000298023224,0.4945627450942993
544,351,0.05000000074505806,0.340207576751709
1715,352,0.23000000417232513,0.48820891976356506
363,354,1.0,0.692335844039917
1232,355,0.7400000095367432,0.7636194229125977
1057,356,0.25,0.4585804045200348
891,358,0.5699999928474426,0.380298376083374
1568,359,0.10000000149011612,0.1890239715576172
1490,361,0.41999998688697815,0.2428479641675949
1150,362,1.0,0.7675540447235107
745,363,0.20999999344348907,0.4634893238544464
861,365,0.4000000059604645,0.552532970905304
516,366,0.05000000074505806,0.22944970428943634
11,367,0.4399999976158142,0.7724182605743408
1580,368,0.8299999833106995,0.6254509091377258
2123,369,0.2800000011920929,0.35941004753112793
1227,370,0.17000000178813934,0.33004501461982727
559,375,0.07000000029802322,0.204530268907547
1883,376,0.11999999731779099,0.21973662078380585
937,377,0.49000000953674316,0.5811973810195923
1046,378,0.6499999761581421,0.4576586186885834
1688,379,0.9800000190734863,0.7539864182472229
370,380,0.7599999904632568,0.6851255297660828
1423,381,0.27000001072883606,0.5061469078063965
810,382,0.15000000596046448,0.32968470454216003
297,383,0.33000001311302185,0.44399288296699524
709,384,0.4000000059604645,0.6935704350471497
1920,385,0.03999999910593033,0.38355448842048645
2117,386,0.25,0.23038922250270844
1816,389,0.07000000029802322,0.267385870218277
1741,390,0.1599999964237213,0.24321624636650085
1207,391,0.7900000214576721,0.7246790528297424
306,392,0.2800000011920929,0.23715782165527344
25,393,0.5600000023841858,0.4045936167240143
213,395,0.8700000047683716,0.8498506546020508
1280,396,0.699999988079071,0.7959671020507812
1168,397,0.09000000357627869,0.260197252035141
1253,398,0.5199999809265137,0.5901903510093689
364,399,0.7799999713897705,0.7638034820556641
2145,401,0.10999999940395355,0.43058204650878906
556,402,0.10000000149011612,0.30947351455688477
940,403,0.20999999344348907,0.24020345509052277
763,404,0.3400000035762787,0.531279444694519
1602,405,0.18000000715255737,0.4237566292285919
791,406,0.30000001192092896,0.5922922492027283
643,407,0.5699999928474426,0.48028984665870667
1405,408,0.4399999976158142,0.4593415856361389
391,410,0.6600000262260437,0.6726649403572083
444,411,0.6299999952316284,0.686058759689331
332,412,0.800000011920929,0.6193951368331909
1983,413,0.1599999964237213,0.3515593111515045
1884,416,0.1899999976158142,0.3001170754432678
790,419,0.8999999761581421,0.9067856669425964
1570,420,0.7599999904632568,0.48892366886138916
1184,423,0.949999988079071,0.9105538129806519
439,424,0.3199999928474426,0.41701823472976685
816,425,0.05999999865889549,0.3305247724056244
1199,426,0.3700000047683716,0.45785316824913025
1984,428,0.7900000214576721,0.8463271260261536
1391,431,0.07000000029802322,0.14057381451129913
210,432,0.03999999910593033,0.14057381451129913
1755,433,0.09000000357627869,0.2454422116279602
1978,434,0.20000000298023224,0.1859738528728485
724,435,0.18000000715255737,0.268441379070282
225,436,0.09000000357627869,0.5266668796539307
561,439,1.0,0.9187164902687073
785,442,0.17000000178813934,0.7081735730171204
1012,445,0.8899999856948853,0.721807062625885
2012,446,0.3499999940395355,0.2782179117202759
2129,448,0.9300000071525574,0.4198013246059418
2110,449,0.9599999785423279,0.8552502393722534
1336,450,0.27000001072883606,0.3445817232131958
1954,452,0.6399999856948853,0.45416149497032166
1165,453,0.49000000953674316,0.3454502820968628
658,454,0.11999999731779099,0.3261703550815582
840,455,0.7400000095367432,0.5302549004554749
517,456,0.8100000023841858,0.7597684264183044
573,457,0.4300000071525574,0.8267877101898193
528,459,0.029999999329447746,0.18604625761508942
986,460,0.9700000286102295,0.7837169170379639
1592,461,1.0,0.950349748134613
2178,462,0.6200000047683716,0.8025054335594177
1506,463,0.5799999833106995,0.3142850399017334
824,466,0.3799999952316284,0.33350035548210144
1504,467,0.7900000214576721,0.45873719453811646
1721,473,1.0,0.8740649819374084
2058,474,0.9900000095367432,0.9535062909126282
13,475,1.0,0.8703346848487854
1466,476,0.33000001311302185,0.570793092250824
1417,477,0.12999999523162842,0.7006393074989319
195,478,0.7300000190734863,0.6268720626831055
1798,480,0.7799999713897705,0.7007306814193726
1485,481,0.23000000417232513,0.3120609223842621
1159,482,0.18000000715255737,0.37134408950805664
1536,483,0.07999999821186066,0.29539021849632263
795,484,0.10000000149011612,0.13025552034378052
1453,485,0.28999999165534973,0.35962197184562683
1275,489,0.5799999833106995,0.9202584028244019
1349,490,0.1599999964237213,0.5566707849502563
1451,491,0.23000000417232513,0.8130989670753479
618,492,0.23000000417232513,0.27316170930862427
1200,495,0.1899999976158142,0.47660940885543823
377,496,0.07000000029802322,0.2599169909954071
1395,497,0.10999999940395355,0.31331345438957214
2198,498,0.9300000071525574,0.4624519944190979
2067,499,0.5299999713897705,0.48891204595565796
103,500,0.1899999976158142,0.45656993985176086
405,501,0.10999999940395355,0.27407756447792053
2126,502,0.2199999988079071,0.30561763048171997
1396,504,0.4399999976158142,0.3223397731781006
1389,505,0.10000000149011612,0.35817593336105347
278,507,0.07000000029802322,0.2933851182460785
865,508,1.0,0.7588425278663635
1435,509,0.6800000071525574,0.6672272682189941
1477,510,0.699999988079071,0.7620776891708374
1195,511,0.3799999952316284,0.19167044758796692
668,512,0.03999999910593033,0.3272789418697357
2107,513,0.27000001072883606,0.34777694940567017
877,516,0.23999999463558197,0.8134356737136841
200,518,0.20000000298023224,0.5564864277839661
185,520,1.0,0.6123216152191162
698,521,1.0,0.8540502786636353
120,522,1.0,0.7450164556503296
1925,523,0.800000011920929,0.6629632711410522
1217,524,0.6100000143051147,0.5007606744766235
1873,525,0.10000000149011612,0.4295555353164673
231,527,1.0,0.5622708201408386
1263,528,0.28999999165534973,0.5631387233734131
903,530,0.20000000298023224,0.1660950779914856
1334,531,0.05999999865889549,0.5217027068138123
920,532,0.8500000238418579,0.6253088712692261
914,533,0.699999988079071,0.6077693104743958
1852,534,0.11999999731779099,0.389594703912735
1235,537,0.2199999988079071,0.24171636998653412
1338,538,0.5899999737739563,0.6055019497871399
1420,539,0.029999999329447746,0.17987774312496185
878,542,0.2199999988079071,0.6100322008132935
961,544,0.05000000074505806,0.3355787694454193
1733,545,1.0,0.7667543292045593
1316,546,0.8700000047683716,0.8086122870445251
27,547,0.8399999737739563,0.9209803938865662
77,548,0.6700000166893005,0.2127346694469452
522,549,0.27000001072883606,0.4806543290615082
293,553,0.3199999928474426,0.3296861946582794
926,554,0.9700000286102295,0.4571734070777893
352,555,0.6299999952316284,0.5758479237556458
1971,556,0.8299999833106995,0.7186796069145203
2030,557,0.05000000074505806,0.29671090841293335
2114,558,0.07999999821186066,0.6195700764656067
423,559,0.10999999940395355,0.38094624876976013
283,560,1.0,0.878399133682251
404,561,0.11999999731779099,0.3216661214828491
1373,564,0.2199999988079071,0.21386335790157318
2133,566,0.6200000047683716,0.8209297060966492
1480,567,0.4399999976158142,0.8156130313873291
1356,568,0.14000000059604645,0.280708372592926
150,569,0.07000000029802322,0.26576435565948486
657,570,0.4099999964237213,0.5467538237571716
191,571,0.4300000071525574,0.5028980374336243
892,574,0.38999998569488525,0.3983204662799835
1635,577,0.7799999713897705,0.4007059633731842
112,578,0.6499999761581421,0.3769558370113373
1153,579,0.5199999809265137,0.6454796195030212
1587,582,0.10000000149011612,0.2242155820131302
1705,583,0.03999999910593033,0.16945478320121765
2121,584,0.10000000149011612,0.1846613585948944
1288,585,0.7300000190734863,0.6749373078346252
387,586,0.5199999809265137,0.5753662586212158
901,587,0.2199999988079071,0.4358932077884674
371,588,0.1599999964237213,0.5850741863250732
378,590,0.28999999165534973,0.49567580223083496
1329,591,0.09000000357627869,0.256025493144989
245,592,0.6000000238418579,0.7509967088699341
2183,593,0.46000000834465027,0.5620079636573792
1961,594,0.7699999809265137,0.3792282044887543
466,595,0.11999999731779099,0.34862732887268066
1265,596,0.8399999737739563,0.7600513696670532
1352,597,0.6200000047683716,0.7322356104850769
1584,598,0.10999999940395355,0.38461625576019287
1424,599,0.33000001311302185,0.2383701503276825
1494,600,0.1599999964237213,0.24621690809726715
511,601,0.7300000190734863,0.7863576412200928
1815,603,0.7699999809265137,0.8690130114555359
241,604,0.27000001072883606,0.4795997440814972
1206,608,0.07000000029802322,0.25090062618255615
1056,611,0.20000000298023224,0.31170594692230225
255,612,0.46000000834465027,0.37297680974006653
253,614,0.029999999329447746,0.2457309514284134
719,615,0.20999999344348907,0.31495028734207153
1740,616,0.44999998807907104,0.6349667906761169
1064,617,0.17000000178813934,0.26759061217308044
661,619,0.6100000143051147,0.5192731022834778
1059,621,0.07999999821186066,0.22290033102035522
1601,622,0.10000000149011612,0.13816601037979126
495,623,1.0,0.6752378344535828
2161,624,0.3700000047683716,0.7405797839164734
1864,625,0.7099999785423279,0.7267323732376099
254,626,0.9200000166893005,0.36853134632110596
1933,627,0.2800000011920929,0.6523401737213135
1341,628,0.23000000417232513,0.3135378360748291
2102,629,0.2800000011920929,0.6938206553459167
1856,630,0.5099999904632568,0.6635763645172119
415,631,0.15000000596046448,0.3086160719394684
165,632,0.9599999785423279,0.6986717581748962
1170,633,0.949999988079071,0.6266973614692688
897,634,0.3100000023841858,0.35095271468162537
1756,635,0.8899999856948853,0.400585412979126
467,636,0.27000001072883606,0.4199386239051819
756,638,0.6100000143051147,0.404446542263031
854,639,0.23999999463558197,0.6969263553619385
1473,640,0.8600000143051147,0.6813737750053406
121,641,0.23000000417232513,0.6633164882659912
818,642,0.11999999731779099,0.19226260483264923
678,643,0.3100000023841858,0.4222671091556549
1773,644,0.05999999865889549,0.24583309888839722
1686,645,1.0,0.7430076003074646
12,647,0.25,0.311914324760437
263,648,0.7599999904632568,0.3178332448005676
1588,649,0.8600000143051147,0.5321914553642273
264,650,0.6399999856948853,0.3223920166492462
934,652,0.18000000715255737,0.4553212821483612
2153,654,0.3199999928474426,0.3797580599784851
434,655,1.0,0.3441546857357025
1245,656,0.23999999463558197,0.3982623517513275
432,657,0.07000000029802322,0.14793406426906586
1771,658,0.7599999904632568,0.5134207606315613
2106,661,0.07000000029802322,0.2037346065044403
2171,662,0.3199999928474426,0.2896912693977356
813,663,0.4099999964237213,0.6170030832290649
1220,664,0.4699999988079071,0.5019438862800598
1024,665,0.1899999976158142,0.4156475067138672
1380,666,0.12999999523162842,0.5402054786682129
479,667,0.3799999952316284,0.5376978516578674
198,668,0.3499999940395355,0.33855774998664856
390,669,0.2199999988079071,0.2229432761669159
1965,670,0.8199999928474426,0.5617261528968811
1746,672,0.9200000166893005,0.7951514720916748
380,673,0.10999999940395355,0.3344973623752594
750,674,0.6100000143051147,0.4493181109428406
2226,675,0.33000001311302185,0.4471171498298645
800,676,1.0,0.7354410290718079
212,677,0.6000000238418579,0.679656445980072
1072,678,1.0,0.7550286054611206
807,680,0.8100000023841858,0.8672146201133728
1689,681,0.3799999952316284,0.4151976704597473
1189,682,0.09000000357627869,0.33829328417778015
1791,683,0.7400000095367432,0.6127703189849854
19,684,1.0,0.8817933797836304
1874,690,0.41999998688697815,0.6952376365661621
1342,691,0.3700000047683716,0.2929023206233978
2144,692,0.10000000149011612,0.35244423151016235
1371,693,1.0,0.7204800844192505
224,695,0.12999999523162842,0.3078618347644806
1890,696,0.12999999523162842,0.3873990476131439
315,697,0.7799999713897705,0.5903949737548828
1737,698,0.4300000071525574,0.5319129824638367
1639,699,0.09000000357627869,0.22997568547725677
87,701,0.36000001430511475,0.7814347147941589
1386,704,0.7699999809265137,0.644391655921936
167,706,0.10000000149011612,0.27571702003479004
109,707,0.17000000178813934,0.39655181765556335
2017,708,0.3799999952316284,0.835101842880249
327,709,0.4699999988079071,0.5923087000846863
113,711,0.800000011920929,0.5792809724807739
359,712,0.4300000071525574,0.8548524379730225
115,713,0.3400000035762787,0.5050765872001648
2038,714,0.20999999344348907,0.4419291019439697
413,716,0.18000000715255737,0.2529294490814209
1262,717,0.15000000596046448,0.31781843304634094
41,718,0.07000000029802322,0.30406680703163147
1569,719,0.3100000023841858,0.4372309446334839
665,720,1.0,0.7334654927253723
2211,721,0.8999999761581421,0.8041459918022156
1010,722,0.4399999976158142,0.41067489981651306
1312,723,0.30000001192092896,0.3970734179019928
1993,724,0.15000000596046448,0.45967936515808105
1550,725,0.20000000298023224,0.351453959941864
585,726,0.6700000166893005,0.8604021072387695
1079,727,0.6899999976158142,0.8323291540145874
1748,729,0.8199999928474426,0.8215615749359131
298,730,0.2199999988079071,0.266378253698349
1632,731,0.23999999463558197,0.5644460320472717
1378,732,0.3199999928474426,0.576461136341095
207,733,0.03999999910593033,0.26673203706741333
1597,734,0.9100000262260437,0.9670493602752686
26,735,0.11999999731779099,0.29932209849357605
266,736,0.6899999976158142,0.8539496064186096
177,738,0.7099999785423279,0.5675745010375977
2236,740,0.3400000035762787,0.6684536337852478
714,741,0.1899999976158142,0.38527536392211914
379,742,0.6399999856948853,0.4238995611667633
347,743,0.38999998569488525,0.45759671926498413
1135,744,0.6299999952316284,0.6648851037025452
1065,745,0.5,0.6461723446846008
1134,747,0.07999999821186066,0.196660116314888
695,748,0.05999999865889549,0.20599371194839478
1654,749,0.09000000357627869,0.23334217071533203
2221,750,0.6000000238418579,0.5937400460243225
1103,753,0.03999999910593033,0.30962324142456055
1362,755,0.10000000149011612,0.3102060854434967
453,757,0.18000000715255737,0.23702573776245117
17,759,0.12999999523162842,0.24673470854759216
1459,760,0.9100000262260437,0.724227786064148
1340,761,0.15000000596046448,0.2508651912212372
1081,762,0.3700000047683716,0.42247509956359863
512,763,0.4399999976158142,0.369123250246048
1880,764,0.18000000715255737,0.26611319184303284
1428,767,0.23999999463558197,0.3887260854244232
555,768,0.18000000715255737,0.227870911359787
1005,770,0.10999999940395355,0.23299327492713928
1624,772,0.7699999809265137,0.5046692490577698
1630,773,0.5199999809265137,0.39796480536460876
1627,776,0.550000011920929,0.5933172106742859
1847,778,1.0,0.9319411516189575
672,779,0.7300000190734863,0.5230445861816406
211,780,0.009999999776482582,0.3175320327281952
1620,781,0.6700000166893005,0.257619172334671
1442,783,0.30000001192092896,0.235353484749794
895,784,0.46000000834465027,0.3866967558860779
1413,785,0.4099999964237213,0.37913841009140015
1956,786,0.5099999904632568,0.5443586111068726
1957,787,0.6800000071525574,0.3427923321723938
1633,788,0.17000000178813934,0.3121788501739502
1000,789,0.12999999523162842,0.26495712995529175
2154,790,0.9700000286102295,0.5210253596305847
1906,792,0.2800000011920929,0.8292024731636047
1963,794,0.029999999329447746,0.3450466990470886
2196,796,0.10999999940395355,0.23916077613830566
40,798,0.029999999329447746,0.23127242922782898
2173,801,0.10000000149011612,0.30634453892707825
984,802,0.28999999165534973,0.2799539566040039
1685,803,0.029999999329447746,0.2183169275522232
2204,805,0.800000011920929,0.3662131130695343
1225,806,0.4300000071525574,0.5223871469497681
470,807,0.3100000023841858,0.3205307424068451
2047,809,0.33000001311302185,0.2481895089149475
563,810,0.14000000059604645,0.19664065539836884
746,811,0.33000001311302185,0.3013954162597656
1011,812,0.20000000298023224,0.3042745292186737
1609,813,0.4399999976158142,0.6154136657714844
1419,814,0.699999988079071,0.5217611789703369
1366,815,0.09000000357627869,0.22734951972961426
547,816,0.4399999976158142,0.2594059109687805
514,818,0.23000000417232513,0.27516669034957886
608,823,0.3400000035762787,0.3295397460460663
2104,824,0.6100000143051147,0.314023494720459
437,825,0.12999999523162842,0.2791216969490051
1192,826,0.09000000357627869,0.34969082474708557
857,827,0.6200000047683716,0.5362480878829956
802,828,0.5699999928474426,0.5252065658569336
1219,830,0.4300000071525574,0.29318273067474365
1893,831,0.3700000047683716,0.47707465291023254
1379,832,0.46000000834465027,0.37636029720306396
686,833,0.05999999865889549,0.1407470554113388
908,834,0.5199999809265137,0.555910050868988
739,835,0.23000000417232513,0.23767799139022827
916,836,0.14000000059604645,0.44894590973854065
78,837,0.5199999809265137,0.3442116379737854
1452,838,0.3700000047683716,0.49858802556991577
680,840,0.12999999523162842,0.19376906752586365
971,843,0.23999999463558197,0.48872414231300354
1443,844,0.05000000074505806,0.27116528153419495
140,845,0.7400000095367432,0.3417729437351227
772,846,0.8899999856948853,0.5342146158218384
1052,847,0.17000000178813934,0.3110101521015167
1326,848,0.550000011920929,0.4574245512485504
2209,851,0.699999988079071,0.49574849009513855
2185,852,0.7300000190734863,0.5108643174171448
1367,854,1.0,0.48632141947746277
1154,857,0.6299999952316284,0.6139830946922302
822,858,0.15000000596046448,0.46777525544166565
1339,859,0.9200000166893005,0.6594862341880798
1882,860,0.07999999821186066,0.6169566512107849
1728,861,0.3799999952316284,0.30768030881881714
1088,862,0.029999999329447746,0.17188198864459991
972,863,0.11999999731779099,0.5077225565910339
34,864,0.36000001430511475,0.31225287914276123
106,865,0.6299999952316284,0.453416645526886
924,866,0.30000001192092896,0.3582569360733032
1898,869,0.7799999713897705,0.7624648809432983
1844,871,0.20000000298023224,0.2909749150276184
921,872,0.7400000095367432,0.4978405237197876
1820,874,0.9599999785423279,0.7490625977516174
646,876,0.18000000715255737,0.4329984188079834
289,877,0.20000000298023224,0.5650731921195984
1751,879,0.029999999329447746,0.39155107736587524
